 education, marital-status, occupation, relationship, sex, native-country,age, education-num, capital-gain, capital-loss, hours-per-week, income
 Masters, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,55,14,0,1977,60, >50K
 Some-college, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,35,10,0,0,40, >50K
 Some-college, Married-civ-spouse, ?, Wife, Female, United-States,68,10,0,0,12, >50K
 Bachelors, Married-civ-spouse, Craft-repair, Husband, Male, United-States,35,13,0,0,45, <=50K
 Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,53,13,0,0,60, >50K
 HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,43,9,0,0,48, <=50K
 Masters, Never-married, Prof-specialty, Own-child, Male, United-States,36,14,0,0,40, <=50K
 HS-grad, Separated, Other-service, Unmarried, Female, United-States,24,9,0,0,40, <=50K
 Some-college, Married-civ-spouse, Transport-moving, Husband, Male, United-States,45,10,0,0,48, <=50K
 Some-college, Married-civ-spouse, Adm-clerical, Wife, Female, United-States,34,10,0,2057,40, <=50K
 HS-grad, Never-married, Adm-clerical, Not-in-family, Female, United-States,56,9,0,0,38, <=50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,36,9,0,0,45, >50K
 Some-college, Never-married, Prof-specialty, Own-child, Male, United-States,22,10,0,0,50, <=50K
 9th, Never-married, ?, Other-relative, Male, El-Salvador,19,5,0,1719,35, <=50K
 HS-grad, Never-married, Other-service, Own-child, Male, United-States,33,9,0,0,36, <=50K
 HS-grad, Never-married, Other-service, Not-in-family, Female, Columbia,48,9,0,0,32, <=50K
 Some-college, Never-married, Other-service, Own-child, Female, United-States,20,10,0,0,30, <=50K
 Assoc-acdm, Married-civ-spouse, Sales, Husband, Male, United-States,64,12,0,1887,50, >50K
 11th, Married-civ-spouse, Craft-repair, Husband, Male, Dominican-Republic,47,7,0,0,40, <=50K
 Some-college, Never-married, Other-service, Not-in-family, Female, United-States,20,10,0,0,25, <=50K
 Bachelors, Divorced, Exec-managerial, Not-in-family, Female, United-States,44,13,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Farming-fishing, Husband, Male, United-States,45,13,0,0,77, <=50K
 HS-grad, Married-civ-spouse, Transport-moving, Wife, Female, United-States,45,9,5178,0,40, >50K
 Masters, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,45,14,0,0,37, >50K
 Bachelors, Never-married, Prof-specialty, Not-in-family, Male, United-States,27,13,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,41,9,0,0,72, >50K
 HS-grad, Never-married, Farming-fishing, Not-in-family, Male, United-States,20,9,0,0,55, <=50K
 Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, ?,54,13,7688,0,40, >50K
 10th, Never-married, Other-service, Own-child, Female, United-States,17,6,0,1602,10, <=50K
 HS-grad, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,50,9,0,0,40, >50K
 Masters, Never-married, Tech-support, Not-in-family, Male, United-States,31,14,0,0,40, <=50K
 HS-grad, Never-married, Craft-repair, Not-in-family, Male, United-States,49,9,0,0,30, <=50K
 Masters, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,44,14,0,0,40, <=50K
 HS-grad, Divorced, Craft-repair, Not-in-family, Male, United-States,49,9,0,0,50, <=50K
 Bachelors, Never-married, Prof-specialty, Not-in-family, Male, United-States,28,13,0,0,52, <=50K
 Some-college, Married-civ-spouse, Tech-support, Husband, Male, United-States,43,10,4386,0,99, >50K
 Assoc-acdm, Divorced, Machine-op-inspct, Unmarried, Female, United-States,33,12,0,0,40, <=50K
 Some-college, Divorced, Machine-op-inspct, Unmarried, Female, United-States,35,10,0,0,55, <=50K
 11th, Never-married, Sales, Own-child, Female, United-States,17,7,0,0,20, <=50K
 HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Male, United-States,25,9,0,0,40, <=50K
 HS-grad, Divorced, Craft-repair, Unmarried, Female, United-States,41,9,0,0,40, <=50K
 Masters, Never-married, Tech-support, Unmarried, Male, Nicaragua,30,14,0,0,45, <=50K
 Assoc-voc, Married-civ-spouse, Other-service, Husband, Male, Philippines,48,11,0,0,56, >50K
 Some-college, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,61,10,0,0,35, <=50K
 HS-grad, Separated, Craft-repair, Not-in-family, Male, United-States,41,9,0,0,40, <=50K
 HS-grad, Never-married, Tech-support, Not-in-family, Male, United-States,36,9,0,0,50, <=50K
 Some-college, Never-married, Protective-serv, Not-in-family, Male, United-States,24,10,0,0,40, <=50K
 HS-grad, Never-married, Adm-clerical, Own-child, Male, United-States,27,9,0,0,40, <=50K
 11th, Never-married, Prof-specialty, Own-child, Female, United-States,18,7,0,0,2, <=50K
 Some-college, Never-married, Prof-specialty, Own-child, Female, United-States,20,10,0,0,15, <=50K
 Some-college, Never-married, Other-service, Own-child, Male, United-States,18,10,0,0,12, <=50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,23,9,0,0,40, <=50K
 Masters, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,43,14,0,1887,45, >50K
 Some-college, Married-civ-spouse, Exec-managerial, Wife, Female, Trinadad&Tobago,38,10,0,0,40, <=50K
 Some-college, Divorced, Adm-clerical, Unmarried, Female, United-States,36,10,0,0,40, <=50K
 Bachelors, Never-married, Exec-managerial, Not-in-family, Male, United-States,28,13,0,0,50, <=50K
 Some-college, Married-civ-spouse, Craft-repair, Husband, Male, ?,47,10,0,0,40, <=50K
 Doctorate, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,51,16,15024,0,84, >50K
 Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,35,13,0,0,40, >50K
 Bachelors, Married-civ-spouse, Protective-serv, Husband, Male, United-States,38,13,0,0,60, <=50K
 Some-college, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,47,10,0,0,40, >50K
 11th, Divorced, Craft-repair, Not-in-family, Female, United-States,26,7,0,0,40, <=50K
 Some-college, Divorced, Protective-serv, Not-in-family, Male, United-States,31,10,0,0,40, >50K
 Some-college, Divorced, Adm-clerical, Unmarried, Female, Trinadad&Tobago,46,10,0,0,35, <=50K
 Some-college, Never-married, Exec-managerial, Unmarried, Female, United-States,49,10,0,0,40, <=50K
 HS-grad, Never-married, Sales, Own-child, Female, United-States,19,9,0,0,30, <=50K
 Some-college, Married-civ-spouse, Farming-fishing, Husband, Male, United-States,45,10,0,0,50, <=50K
 Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,46,13,7688,0,45, >50K
 Some-college, Married-civ-spouse, Tech-support, Husband, Male, United-States,70,10,0,0,20, <=50K
 Some-college, Never-married, Adm-clerical, Own-child, Female, United-States,19,10,0,0,20, <=50K
 Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Male, United-States,46,11,0,0,50, <=50K
 Some-college, Never-married, Transport-moving, Own-child, Male, United-States,20,10,0,0,35, <=50K
 11th, Never-married, Other-service, Other-relative, Female, United-States,17,7,0,0,22, <=50K
 Some-college, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,43,10,0,0,49, >50K
 Some-college, Never-married, Other-service, Own-child, Female, United-States,19,10,0,0,15, <=50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,37,9,0,0,40, <=50K
 HS-grad, Widowed, Prof-specialty, Unmarried, Female, United-States,51,9,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,40,13,0,0,40, >50K
 Some-college, Never-married, Craft-repair, Own-child, Male, Canada,24,10,0,0,60, <=50K
 Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,31,12,0,0,40, <=50K
 Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,59,11,5178,0,50, >50K
 HS-grad, Never-married, Other-service, Unmarried, Female, United-States,27,9,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,40,13,15024,0,99, >50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,30,9,0,0,40, <=50K
 Assoc-acdm, Never-married, Adm-clerical, Own-child, Male, United-States,28,12,0,0,32, <=50K
 HS-grad, Never-married, Craft-repair, Own-child, Male, United-States,25,9,0,0,50, <=50K
 Bachelors, Never-married, Sales, Not-in-family, Female, United-States,22,13,0,0,20, <=50K
 Some-college, Never-married, Exec-managerial, Own-child, Male, United-States,21,10,0,0,40, <=50K
 Some-college, Married-civ-spouse, ?, Husband, Male, United-States,67,10,0,0,6, <=50K
 Bachelors, Never-married, Exec-managerial, Not-in-family, Female, United-States,35,13,0,0,60, >50K
 HS-grad, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,54,9,0,0,56, <=50K
 HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,36,9,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Sales, Husband, Male, United-States,29,13,0,0,40, <=50K
 HS-grad, Never-married, Exec-managerial, Unmarried, Female, United-States,32,9,0,1380,40, <=50K
 HS-grad, Divorced, Transport-moving, Not-in-family, Male, United-States,55,9,0,0,40, <=50K
 Masters, Divorced, Adm-clerical, Unmarried, Female, United-States,56,14,0,0,40, <=50K
 Some-college, Never-married, Other-service, Own-child, Male, United-States,19,10,0,0,25, <=50K
 HS-grad, Never-married, Other-service, Not-in-family, Female, United-States,36,9,0,2001,40, <=50K
 HS-grad, Widowed, Adm-clerical, Not-in-family, Female, United-States,58,9,0,0,40, >50K
 HS-grad, Divorced, Adm-clerical, Unmarried, Female, United-States,35,9,0,0,40, <=50K
 10th, Separated, Machine-op-inspct, Unmarried, Female, United-States,44,6,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,40,9,0,0,40, <=50K
 HS-grad, Never-married, Other-service, Own-child, Female, United-States,18,9,0,0,20, <=50K
 HS-grad, Married-civ-spouse, Farming-fishing, Husband, Male, United-States,71,9,0,0,35, <=50K
 HS-grad, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,51,9,0,0,57, >50K
 HS-grad, Never-married, ?, Own-child, Male, United-States,27,9,0,0,40, <=50K
 12th, Never-married, Other-service, Own-child, Male, United-States,20,8,0,0,35, <=50K
 11th, Never-married, ?, Not-in-family, Female, United-States,33,7,0,0,40, <=50K
 Assoc-voc, Divorced, Tech-support, Unmarried, Female, United-States,34,11,0,0,40, <=50K
 Assoc-voc, Married-civ-spouse, Other-service, Husband, Male, United-States,28,11,0,0,40, >50K
 Some-college, Never-married, Adm-clerical, Not-in-family, Female, Greece,23,10,0,0,24, <=50K
 Some-college, Married-civ-spouse, Craft-repair, Husband, Male, El-Salvador,36,10,3137,0,50, <=50K
 Prof-school, Divorced, Prof-specialty, Not-in-family, Female, United-States,42,15,0,0,39, >50K
 Bachelors, Never-married, Craft-repair, Not-in-family, Male, United-States,31,13,8614,0,40, >50K
 HS-grad, Never-married, ?, Own-child, Male, United-States,19,9,0,0,10, <=50K
 Masters, Divorced, Prof-specialty, Not-in-family, Male, Jamaica,38,14,0,0,40, <=50K
 HS-grad, Never-married, Adm-clerical, Unmarried, Female, United-States,22,9,0,0,40, <=50K
 Assoc-voc, Divorced, Adm-clerical, Unmarried, Female, United-States,36,11,0,0,54, <=50K
 Masters, Married-civ-spouse, Sales, Husband, Male, United-States,36,14,0,1977,50, >50K
 11th, Never-married, Handlers-cleaners, Own-child, Male, United-States,17,7,0,1719,18, <=50K
 Some-college, Never-married, Adm-clerical, Own-child, Female, United-States,30,10,0,0,40, <=50K
 9th, Married-civ-spouse, Craft-repair, Husband, Male, United-States,35,5,2635,0,30, <=50K
 Masters, Never-married, Exec-managerial, Not-in-family, Male, United-States,32,14,14084,0,40, >50K
 Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,42,13,7688,0,40, >50K
 Some-college, Never-married, Exec-managerial, Not-in-family, Female, United-States,54,10,0,0,45, >50K
 Bachelors, Married-civ-spouse, Sales, Husband, Male, United-States,36,13,0,1887,35, >50K
 10th, Never-married, Other-service, Not-in-family, Male, United-States,58,6,0,0,40, <=50K
 Assoc-voc, Married-civ-spouse, Other-service, Husband, Male, United-States,39,11,0,0,40, <=50K
 HS-grad, Widowed, Adm-clerical, Not-in-family, Female, United-States,62,9,0,0,38, <=50K
 HS-grad, Divorced, Prof-specialty, Unmarried, Male, United-States,51,9,0,0,40, <=50K
 Some-college, Divorced, Exec-managerial, Not-in-family, Female, United-States,52,10,0,0,50, <=50K
 HS-grad, Never-married, Sales, Own-child, Female, United-States,25,9,0,0,30, <=50K
 Bachelors, Never-married, Adm-clerical, Not-in-family, Female, United-States,26,13,0,0,40, <=50K
 10th, Married-civ-spouse, Craft-repair, Own-child, Male, United-States,26,6,0,0,40, <=50K
 Bachelors, Never-married, Exec-managerial, Not-in-family, Female, Outlying-US(Guam-USVI-etc),59,13,0,0,40, <=50K
 HS-grad, Never-married, Farming-fishing, Other-relative, Male, United-States,21,9,0,0,50, <=50K
 Masters, Married-civ-spouse, Tech-support, Husband, Male, United-States,45,14,0,0,18, >50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,26,9,0,0,36, <=50K
 10th, Widowed, Farming-fishing, Unmarried, Male, United-States,68,6,0,0,20, <=50K
 HS-grad, Married-civ-spouse, Other-service, Husband, Male, United-States,60,9,0,0,40, >50K
 HS-grad, Married-civ-spouse, Sales, Husband, Male, United-States,65,9,0,0,18, <=50K
 Masters, Divorced, Exec-managerial, Unmarried, Female, United-States,41,14,0,0,45, <=50K
 HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,34,9,0,0,50, <=50K
 HS-grad, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,28,9,0,0,40, <=50K
 Assoc-voc, Never-married, Adm-clerical, Not-in-family, Female, United-States,40,11,0,0,40, <=50K
 Masters, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,57,14,0,0,60, >50K
 11th, Married-civ-spouse, Craft-repair, Husband, Male, United-States,37,7,0,0,50, <=50K
 10th, Divorced, Machine-op-inspct, Not-in-family, Male, United-States,34,6,0,0,60, <=50K
 11th, Married-civ-spouse, ?, Wife, Female, United-States,21,7,0,0,56, <=50K
 Bachelors, Married-civ-spouse, Tech-support, Husband, Male, United-States,57,13,0,0,48, >50K
 Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,55,13,0,1887,40, >50K
 HS-grad, Never-married, Farming-fishing, Not-in-family, Male, ?,51,9,0,0,60, <=50K
 Bachelors, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,56,13,0,0,40, >50K
 Some-college, Never-married, Exec-managerial, Not-in-family, Male, United-States,32,10,0,0,60, <=50K
 Some-college, Never-married, Sales, Own-child, Male, United-States,18,10,0,0,15, <=50K
 Assoc-voc, Married-spouse-absent, Prof-specialty, Not-in-family, Male, United-States,48,11,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male, ?,46,13,0,0,40, >50K
 Prof-school, Married-civ-spouse, Prof-specialty, Husband, Male, India,41,15,0,0,50, >50K
 HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,33,9,0,0,20, <=50K
 HS-grad, Never-married, Handlers-cleaners, Own-child, Male, United-States,33,9,0,0,40, <=50K
 5th-6th, Married-spouse-absent, Machine-op-inspct, Other-relative, Male, Mexico,47,3,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Exec-managerial, Wife, Female, United-States,46,9,15024,0,40, >50K
 HS-grad, Divorced, Adm-clerical, Unmarried, Female, United-States,40,9,0,0,38, <=50K
 HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Male, Mexico,42,9,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,31,13,7298,0,55, >50K
 11th, Married-civ-spouse, Handlers-cleaners, Husband, Male, United-States,51,7,0,0,40, <=50K
 Some-college, Divorced, Adm-clerical, Unmarried, Female, United-States,44,10,0,0,57, <=50K
 HS-grad, Separated, Tech-support, Unmarried, Female, United-States,37,9,0,0,40, <=50K
 11th, Never-married, Machine-op-inspct, Own-child, Female, United-States,25,7,0,0,40, <=50K
 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Male, United-States,63,4,7688,0,60, >50K
 HS-grad, Divorced, Sales, Not-in-family, Male, United-States,52,9,0,0,45, <=50K
 Some-college, Divorced, Tech-support, Not-in-family, Female, United-States,42,10,3325,0,40, <=50K
 HS-grad, Never-married, Adm-clerical, Not-in-family, Female, United-States,28,9,0,0,40, <=50K
 Masters, Never-married, Prof-specialty, Not-in-family, Male, United-States,30,14,10520,0,40, >50K
 Bachelors, Married-civ-spouse, Sales, Husband, Male, United-States,34,13,0,0,50, <=50K
 Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, Female, United-States,37,12,0,0,40, >50K
 HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,31,9,0,0,45, <=50K
 Some-college, Divorced, Sales, Not-in-family, Female, United-States,35,10,0,0,35, <=50K
 Some-college, Never-married, Adm-clerical, Own-child, Female, United-States,25,10,0,0,40, <=50K
 HS-grad, Divorced, Exec-managerial, Not-in-family, Male, United-States,38,9,0,0,40, <=50K
 HS-grad, Never-married, Farming-fishing, Not-in-family, Male, United-States,43,9,0,0,60, <=50K
 Some-college, Never-married, Craft-repair, Other-relative, Female, Vietnam,22,10,0,0,40, <=50K
 11th, Never-married, Other-service, Own-child, Male, United-States,18,7,0,0,20, <=50K
 HS-grad, Never-married, Adm-clerical, Not-in-family, Female, United-States,26,9,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,36,9,0,0,60, >50K
 HS-grad, Divorced, Sales, Not-in-family, Male, United-States,43,9,0,0,20, <=50K
 Some-college, Never-married, Adm-clerical, Not-in-family, Female, United-States,21,10,0,0,25, <=50K
 Some-college, Widowed, Protective-serv, Not-in-family, Female, United-States,62,10,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,26,9,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,54,13,0,0,40, >50K
 11th, Never-married, Sales, Own-child, Female, United-States,18,7,0,0,20, <=50K
 HS-grad, Married-civ-spouse, Sales, Husband, Male, United-States,65,9,0,0,55, <=50K
 HS-grad, Never-married, Craft-repair, Not-in-family, Male, United-States,41,9,3325,0,50, <=50K
 9th, Never-married, Other-service, Unmarried, Female, United-States,31,5,0,0,20, <=50K
